X,Y,IncidentID,AgencyName,RdwyNumber,Street,StreetDir,RoadwayName,StreetSfx,OWNER,ROAD_CLASSIFICATION,COUNCIL_DISTRICT,IntersectionRdwy,IntersectionRdwyName,BetweenStRdwy1,BetweenStRdwyName1,BetweenStRdwy2,BetweenStRdwyName2,Latitude,Longitude,Milepoint,DAY_OF_WEEK,CollisionDate,CollisionTime,HOUR_OF_DAY,UnitsInvolved,MotorVehiclesInvolved,MODE,NAME,AGE,GENDER,SEVERITY,LINK,Weather,RdwyConditionCode,HitandRun,DirAnalysisCode,MannerofCollision,RdwyCharacter,LightCondition,RampFromRdwyId,RampToRdwyId,IsSecondaryCollision,ObjectId
-85.75400163,38.13986293,26870828,LOUISVILLE METRO POLICE DEPT,KY1020,7700,,NATIONAL,TPKE,STATE,MINOR ARTERIAL,0,,,,,,,38.13986293,-85.75400163,4.583,THURSDAY,2020/06/18 14:55:00+00,1055,10AM,2,2,MOTOR VEHICLE,UNKNOWN OR NOT AVAILABLE,49,MALE,SUSPECTED SERIOUS INJURY,,CLOUDY,DRY,FALSE,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE,2356
-85.84071579,38.21157581,25226332,LOUISVILLE METRO POLICE DEPT,KY2051,,,CAMP GROUND,RD,STATE,PRIMARY COLLECTOR,0,,,,SCHMITT,,RALPH,38.21157581,-85.84071579,5.067,THURSDAY,2019/06/13 19:57:00+00,1557,3PM,3,3,MOTOR VEHICLE,UNKNOWN OR NOT AVAILABLE,59,FEMALE,SUSPECTED SERIOUS INJURY,,CLEAR,DRY,FALSE,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE,2357
-85.84125862,38.19644355,26836409,LOUISVILLE METRO POLICE DEPT,KY1934,4424,,CANE RUN,RD,STATE,MAJOR ARTERIAL,0,,,,RICHMONT,,SHANKS,38.19644355,-85.84125862,8.888,THURSDAY,2020/06/19 01:35:00+00,2135,9PM,3,2,PEDESTRIAN,UNKNOWN OR NOT AVAILABLE,32,FEMALE,SUSPECTED SERIOUS INJURY,,CLEAR,DRY,TRUE,COLLISION WITH PEDESTRIAN NON - INTERSECTION,ANGLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,FALSE,2358
-85.54902266,38.22379163,26318987,JEFFERSONTOWN POLICE DEPT,I 0064,,,I-64,,FEDERAL,INTERSTATE,0,,,,,,,38.22379163,-85.54902266,16.56,SATURDAY,2020/02/08 08:50:00+00,350,3AM,2,2,MOTOR VEHICLE,UNKNOWN OR NOT AVAILABLE,24,MALE,SUSPECTED SERIOUS INJURY,,SNOWING,WET,FALSE,SIDESWIPE COLLISION - SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,FALSE,2359
-85.75289433,38.24157545,25221603,LOUISVILLE METRO POLICE DEPT,I 0065,,,I-65,,FEDERAL,INTERSTATE,0,,,,,,,38.24157545,-85.75289433,134.97,THURSDAY,2019/06/13 22:59:00+00,1859,6PM,1,1,MOTORCYCLE,UNKNOWN OR NOT AVAILABLE,19,MALE,SUSPECTED SERIOUS INJURY,,CLEAR,DRY,FALSE,OTHER ROADWAY OR MID-BLOCK COLLISION,SINGLE VEHICLE,CURVE & LEVEL,DAYLIGHT,,,FALSE,2360
-85.60819321,38.21910874,26857960,LOUISVILLE METRO POLICE DEPT,KY0155,4300,,TAYLORSVILLE,RD,STATE,MAJOR ARTERIAL,0,,,,,,,38.21910874,-85.60819321,12.371,THURSDAY,2020/06/19 03:24:00+00,2324,11PM,3,2,PEDESTRIAN,UNKNOWN OR NOT AVAILABLE,27,MALE,SUSPECTED SERIOUS INJURY,,CLEAR,DRY,TRUE,COLLISION WITH PEDESTRIAN NON - INTERSECTION,HEAD ON,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,FALSE,2361
-85.71849809,38.1910923,26454300,LOUISVILLE METRO POLICE DEPT,I 0264,,,I-264,,FEDERAL,INTERSTATE,0,I 0065,I264 W EXIT12 OFF RAMP TO,,,,,38.1910923,-85.71849809,12.695,SATURDAY,2020/02/09 04:44:00+00,2344,11PM,2,2,MOTOR VEHICLE,UNKNOWN OR NOT AVAILABLE,24,FEMALE,SUSPECTED SERIOUS INJURY,,CLEAR,DRY,FALSE,COLLISION WITH PARKED VEHICLE,REAR END,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,FALSE,2362
-85.86671449,38.10764804,25212479,LOUISVILLE METRO POLICE DEPT,US0031W,,,DIXIE,HWY,STATE,MAJOR ARTERIAL,0,KY0907,VALLEY STATION,,,,,38.10764804,-85.86671449,8.634,FRIDAY,2019/06/14 09:07:00+00,507,5AM,1,1,MOTOR VEHICLE,UNKNOWN OR NOT AVAILABLE,35,FEMALE,FATALITY,,CLEAR,DRY,FALSE,COLLISION WITH FIXED OBJECT IN INTERSECTION - FIRST EVENT COLLISION 09 - 32,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,FALSE,2363
-85.64145689,38.08954419,26845760,LOUISVILLE METRO POLICE DEPT,,7311,,REGIMENT,RD,METRO,LOCAL,0,,,,,,,38.08954419,-85.64145689,0.028,FRIDAY,2020/06/20 03:23:00+00,2323,11PM,1,1,MOTORCYCLE,UNKNOWN OR NOT AVAILABLE,38,MALE,SUSPECTED SERIOUS INJURY,,CLEAR,DRY,FALSE,OTHER ROADWAY OR MID-BLOCK COLLISION,SINGLE VEHICLE,STRAIGHT & GRADE,DARK-HWY LIGHTED/ON,,,FALSE,2364
-85.71849809,38.1910923,26454300,LOUISVILLE METRO POLICE DEPT,I 0264,,,I-264,,FEDERAL,INTERSTATE,0,I 0065,I264 W EXIT12 OFF RAMP TO,,,,,38.1910923,-85.71849809,12.695,SATURDAY,2020/02/09 04:44:00+00,2344,11PM,2,2,MOTOR VEHICLE,UNKNOWN OR NOT AVAILABLE,54,MALE,SUSPECTED SERIOUS INJURY,,CLEAR,DRY,FALSE,COLLISION WITH PARKED VEHICLE,REAR END,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,FALSE,2365
-85.86671449,38.10764804,25212479,LOUISVILLE METRO POLICE DEPT,US0031W,,,DIXIE,HWY,STATE,MAJOR ARTERIAL,0,KY0907,VALLEY STATION,,,,,38.10764804,-85.86671449,8.634,FRIDAY,2019/06/14 09:07:00+00,507,5AM,1,1,MOTOR VEHICLE,UNKNOWN OR NOT AVAILABLE,40,FEMALE,FATALITY,,CLEAR,DRY,FALSE,COLLISION WITH FIXED OBJECT IN INTERSECTION - FIRST EVENT COLLISION 09 - 32,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,FALSE,2366
-85.71824811,38.23686595,26887684,LOUISVILLE METRO POLICE DEPT,US0031E,,,BARDSTOWN,RD,STATE,MAJOR ARTERIAL,0,,,,LUCIA,,BEECHWOOD,38.23686595,-85.71824811,15.24,FRIDAY,2020/06/20 03:37:00+00,2337,11PM,2,1,PEDESTRIAN,UNKNOWN OR NOT AVAILABLE,44,FEMALE,SUSPECTED SERIOUS INJURY,,CLOUDY,DRY,TRUE,COLLISION WITH PEDESTRIAN NON - INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,FALSE,2367
-85.76635076,38.18117654,26336788,LOUISVILLE METRO POLICE DEPT,,,S,3RD,ST,METRO,MINOR ARTERIAL,0,,WOODLAWN,,,,,38.18117654,-85.76635076,1.346,MONDAY,2020/02/10 18:30:00+00,1330,1PM,2,1,PEDESTRIAN,UNKNOWN OR NOT AVAILABLE,8,MALE,SUSPECTED SERIOUS INJURY,,RAINING,WET,FALSE,COLLISION WITH PEDESTRIAN IN INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE,2368
-85.87965661,38.07011379,25213386,LOUISVILLE METRO POLICE DEPT,,,,BLEVINS GAP,RD,METRO,PRIMARY COLLECTOR,0,,ORELL,,,,,38.07011379,-85.87965661,0.296,FRIDAY,2019/06/14 16:38:00+00,1238,12PM,2,2,MOTOR SCOOTER,UNKNOWN OR NOT AVAILABLE,33,MALE,SUSPECTED SERIOUS INJURY,,CLEAR,DRY,FALSE,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE,2369
-85.74186063,38.24295048,26336838,LOUISVILLE METRO POLICE DEPT,,,S,CLAY,ST,METRO,LOCAL,0,,JACOB,,,,,38.24295048,-85.74186063,0.836,TUESDAY,2020/02/11 12:30:00+00,730,7AM,2,1,PEDESTRIAN,UNKNOWN OR NOT AVAILABLE,16,FEMALE,SUSPECTED SERIOUS INJURY,,RAINING,WET,FALSE,COLLISION WITH PEDESTRIAN IN INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,FALSE,2370
-85.60587199,38.26093732,26861950,LOUISVILLE METRO POLICE DEPT,KY2050,,,LYNDON,LN,STATE,MINOR ARTERIAL,0,,,,LA GRANGE,,VINE CREST,38.26093732,-85.60587199,0.18,SATURDAY,2020/06/20 08:35:00+00,435,4AM,2,1,PEDESTRIAN,UNKNOWN OR NOT AVAILABLE,30,MALE,SUSPECTED SERIOUS INJURY,,CLEAR,DRY,FALSE,COLLISION WITH PEDESTRIAN NON - INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,FALSE,2371
-85.87191946,38.09904364,25221767,LOUISVILLE METRO POLICE DEPT,US0031W,,,DIXIE,HWY,STATE,MAJOR ARTERIAL,0,,DIXIE GARDEN,,,,,38.09904364,-85.87191946,7.977,SATURDAY,2019/06/15 18:11:00+00,1411,2PM,2,2,MOTORCYCLE,UNKNOWN OR NOT AVAILABLE,59,MALE,SUSPECTED SERIOUS INJURY,,CLOUDY,DRY,FALSE,NON-COLLISION OBJECT COLLISION,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE,2372
-85.56805834,38.21120155,26341431,JEFFERSONTOWN POLICE DEPT,,,,PLANTSIDE,DR,JEFFERSONTOWN,MINOR ARTERIAL,0,,,,DATA,,BUNSEN,38.21120155,-85.56805834,0.921,WEDNESDAY,2020/02/13 04:38:00+00,2338,11PM,1,1,MOTOR VEHICLE,UNKNOWN OR NOT AVAILABLE,38,MALE,SUSPECTED SERIOUS INJURY,,CLOUDY,WET,FALSE,COLLISION WITH FIXED OBJECT NON - INTERSECTION - FIRST EVENT COLLISION 09 - 32 EXCLUDING 16,SINGLE VEHICLE,CURVE & GRADE,DARK-HWY LIGHTED/ON,,,FALSE,2373
-85.8118061,38.26152269,26845785,LOUISVILLE METRO POLICE DEPT,,,W,MARKET,ST,METRO,MINOR ARTERIAL,0,,38TH,,,,,38.26152269,-85.8118061,1.387,SATURDAY,2020/06/20 23:30:00+00,1930,7PM,1,1,MOTOR SCOOTER,UNKNOWN OR NOT AVAILABLE,33,FEMALE,SUSPECTED SERIOUS INJURY,,CLEAR,DRY,FALSE,NON-COLLISION OBJECT COLLISION,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE,2374
-85.70031977,38.16265149,25997543,LOUISVILLE METRO POLICE DEPT,KY0061,,,PRESTON,HWY,STATE,MAJOR ARTERIAL,0,,LACLEDE,,,,,38.16265149,-85.70031977,5.796,SUNDAY,2019/06/17 00:29:00+00,2029,8PM,2,2,MOTOR VEHICLE,UNKNOWN OR NOT AVAILABLE,53,FEMALE,FATALITY,,RAINING,WET,FALSE,ANGLE COLLISION - ONE VEHICLE TURNING LEFT,ANGLE,STRAIGHT & LEVEL,DUSK,,,FALSE,2375
-85.81840748,38.22967064,27378628,LOUISVILLE METRO POLICE DEPT,,,S,38TH,ST,METRO,LOCAL,0,,STRATTON,,,,,38.22967064,-85.81840748,1.749,SATURDAY,2020/06/21 02:34:00+00,2234,10PM,2,1,PEDESTRIAN,UNKNOWN OR NOT AVAILABLE,42,FEMALE,FATALITY,,CLEAR,DRY,FALSE,COLLISION WITH PEDESTRIAN IN INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,FALSE,2376
-85.78278722,38.1986431,26347609,LOUISVILLE METRO POLICE DEPT,US0060A,,,TAYLOR,BLVD,STATE,MAJOR ARTERIAL,0,,LONGFIELD,,,,,38.1986431,-85.78278722,1.616,THURSDAY,2020/02/13 14:22:00+00,922,9AM,2,2,MOTOR VEHICLE,UNKNOWN OR NOT AVAILABLE,63,FEMALE,SUSPECTED SERIOUS INJURY,,CLOUDY,WET,FALSE,OPPOSING LEFT TURN,OPPOSING LEFT TURN,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE,2377
-85.70031977,38.16265149,25997543,LOUISVILLE METRO POLICE DEPT,KY0061,,,PRESTON,HWY,STATE,MAJOR ARTERIAL,0,,LACLEDE,,,,,38.16265149,-85.70031977,5.796,SUNDAY,2019/06/17 00:29:00+00,2029,8PM,2,2,MOTOR VEHICLE,UNKNOWN OR NOT AVAILABLE,10,FEMALE,SUSPECTED SERIOUS INJURY,,RAINING,WET,FALSE,ANGLE COLLISION - ONE VEHICLE TURNING LEFT,ANGLE,STRAIGHT & LEVEL,DUSK,,,FALSE,2378
-85.64447606,38.23596923,26617665,ST. MATTHEWS POLICE DEPARTMENT,I 0064,,,I-64,,FEDERAL,INTERSTATE,0,,,,,,,38.23596923,-85.64447606,11.298,SATURDAY,2020/02/15 08:25:00+00,325,3AM,3,3,MOTOR VEHICLE,UNKNOWN OR NOT AVAILABLE,42,MALE,SUSPECTED SERIOUS INJURY,,CLEAR,DRY,TRUE,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,FALSE,2379
-85.80373442,38.19457254,26853487,SHIVELY POLICE DEPARTMENT,US0060A,,,7TH STREET,RD,STATE,MAJOR ARTERIAL,0,,,,PARK,,LEROY,38.19457254,-85.80373442,0.278,SUNDAY,2020/06/21 04:39:00+00,39,12AM,2,2,MOTORCYCLE,UNKNOWN OR NOT AVAILABLE,56,FEMALE,SUSPECTED SERIOUS INJURY,,CLEAR,DRY,FALSE,OTHER ROADWAY OR MID-BLOCK COLLISION,OPPOSING LEFT TURN,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,FALSE,2380
-85.78355056,38.26655126,26369413,LOUISVILLE METRO POLICE DEPT,,,,BANK,ST,METRO,MINOR ARTERIAL,0,US0150,22ND,,,,,38.26655126,-85.78355056,0.001,SATURDAY,2020/02/15 08:54:00+00,354,3AM,1,1,MOTOR VEHICLE,UNKNOWN OR NOT AVAILABLE,39,MALE,FATALITY,,CLEAR,DRY,FALSE,OTHER INTERSECTION COLLISIONS,SINGLE VEHICLE,CURVE & LEVEL,DARK-HWY LIGHTED/ON,,,FALSE,2381
-85.5417338,38.29937151,25240407,LOUISVILLE METRO POLICE DEPT,,,,CHAMBERLAIN,LN,METRO,PRIMARY COLLECTOR,0,KY1447,WESTPORT,,,,,38.29937151,-85.5417338,2.111,SUNDAY,2019/06/17 03:51:00+00,2351,11PM,2,2,MOTOR VEHICLE,UNKNOWN OR NOT AVAILABLE,22,MALE,SUSPECTED SERIOUS INJURY,,RAINING,WET,FALSE,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DARK (UNKNOWN ROADWAY LIGHTING),,,FALSE,2382
-85.73955175,38.24466236,26887685,LOUISVILLE METRO POLICE DEPT,US0150,,E,BROADWAY,,STATE,MAJOR ARTERIAL,0,KY0864,SHELBY,,,,,38.24466236,-85.73955175,3.403,SUNDAY,2020/06/21 04:53:00+00,53,12AM,2,2,MOTOR VEHICLE,UNKNOWN OR NOT AVAILABLE,26,MALE,SUSPECTED SERIOUS INJURY,,CLEAR,DRY,FALSE,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,FALSE,2383
-85.60291887,38.2006872,26369442,LOUISVILLE METRO POLICE DEPT,KY1747,,S,HURSTBOURNE,PKWY,STATE,MAJOR ARTERIAL,0,,RAINTREE,,,,,38.2006872,-85.60291887,9.729,SATURDAY,2020/02/15 20:39:00+00,1539,3PM,2,2,MOTOR VEHICLE,UNKNOWN OR NOT AVAILABLE,17,FEMALE,SUSPECTED SERIOUS INJURY,,CLEAR,DRY,FALSE,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE,2384
-85.62961712,38.28294894,25226383,LOUISVILLE METRO POLICE DEPT,KY0022,4943,,BROWNSBORO,RD,PRIVATE,PARKING LOT,0,,,,,,,38.28294894,-85.62961712,0.33,MONDAY,2019/06/17 17:22:00+00,1322,1PM,2,2,MOTOR VEHICLE,UNKNOWN OR NOT AVAILABLE,87,MALE,SUSPECTED SERIOUS INJURY,,CLEAR,DRY,FALSE,COLLISION IN PARKING LOT,SIDESWIPE-OPPOSITE DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE,2385
-85.76798317,38.17148489,26897220,LOUISVILLE METRO POLICE DEPT,,,S,3RD,ST,METRO,PRIMARY COLLECTOR,0,,SOUTHLAND,,,,,38.17148489,-85.76798317,1.889,SUNDAY,2020/06/21 17:51:00+00,1351,1PM,3,3,MOTOR VEHICLE,UNKNOWN OR NOT AVAILABLE,24,FEMALE,SUSPECTED SERIOUS INJURY,,CLOUDY,WET,TRUE,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,TRUE,2386
-85.79097741,38.269338,26369514,LOUISVILLE METRO POLICE DEPT,,,N,26TH,ST,METRO,MINOR ARTERIAL,0,KY3082,BANK,,,,,38.269338,-85.79097741,0.619,SUNDAY,2020/02/16 16:21:00+00,1121,11AM,1,1,MOTOR VEHICLE,UNKNOWN OR NOT AVAILABLE,55,FEMALE,SUSPECTED SERIOUS INJURY,,CLEAR,DRY,FALSE,COLLISION WITH FIXED OBJECT IN INTERSECTION - FIRST EVENT COLLISION 09 - 32,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE,2387
-85.73420681,38.20171336,26883491,LOUISVILLE METRO POLICE DEPT,KY0061,3300,,PRESTON,HWY,STATE,MAJOR ARTERIAL,0,,,,,,,38.20171336,-85.73420681,9.088,MONDAY,2020/06/23 03:50:00+00,2350,11PM,2,1,PEDESTRIAN,UNKNOWN OR NOT AVAILABLE,55,MALE,FATALITY,https://www.wdrb.com/news/pedestrian-killed-in-hit-and-run-on-preston-highway/article_a5f1e0f0-b527-11ea-a382-bb9023db7b4a.html,RAINING,WET,TRUE,COLLISION WITH PEDESTRIAN NON - INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,FALSE,2388
-85.62101641,38.26703052,25233451,ST. MATTHEWS POLICE DEPARTMENT,KY1447,,,WESTPORT,RD,STATE,MINOR ARTERIAL,0,,FOUNTAIN,,,,,38.26703052,-85.62101641,2.161,WEDNESDAY,2019/06/19 12:33:00+00,833,8AM,2,2,MOTOR VEHICLE,UNKNOWN OR NOT AVAILABLE,51,FEMALE,SUSPECTED SERIOUS INJURY,,CLEAR,DRY,FALSE,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE,2389
-85.7786634,38.11955749,26369541,LOUISVILLE METRO POLICE DEPT,KY0841,,,GENE SNYDER,FWY,STATE,FREEWAY,0,,,,,,,38.11955749,-85.7786634,0.269,MONDAY,2020/02/17 06:35:00+00,135,1AM,3,1,PEDESTRIAN,UNKNOWN OR NOT AVAILABLE,32,MALE,SUSPECTED SERIOUS INJURY,,CLEAR,DRY,TRUE,OTHER RAMP RELATED COLLISIONS NOT LISTED ABOVE,SINGLE VEHICLE,CURVE & LEVEL,DARK-HWY LIGHTED/ON,KY0841,KY1865,FALSE,2390
-85.89487,38.11645636,26857973,LOUISVILLE METRO POLICE DEPT,KY1934,,,GREENBELT,HWY,STATE,MAJOR ARTERIAL,0,,JOHNSONTOWN,,,,,38.11645636,-85.89487,2.304,WEDNESDAY,2020/06/24 18:45:00+00,1445,2PM,2,2,MOTOR VEHICLE,UNKNOWN OR NOT AVAILABLE,20,MALE,SUSPECTED SERIOUS INJURY,,CLEAR,DRY,FALSE,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE,2391
-85.7786634,38.11955749,26369541,LOUISVILLE METRO POLICE DEPT,KY0841,,,GENE SNYDER,FWY,STATE,FREEWAY,0,,,,,,,38.11955749,-85.7786634,0.269,MONDAY,2020/02/17 06:35:00+00,135,1AM,3,1,PEDESTRIAN,UNKNOWN OR NOT AVAILABLE,20,MALE,SUSPECTED SERIOUS INJURY,,CLEAR,DRY,TRUE,OTHER RAMP RELATED COLLISIONS NOT LISTED ABOVE,SINGLE VEHICLE,CURVE & LEVEL,DARK-HWY LIGHTED/ON,KY0841,KY1865,FALSE,2392
-85.80813172,38.26833024,25251232,LOUISVILLE METRO POLICE DEPT,I 0264,,,I-264,,FEDERAL,INTERSTATE,0,,,,,,,38.26833024,-85.80813172,0.603,THURSDAY,2019/06/20 10:16:00+00,616,6AM,1,1,MOTORCYCLE,UNKNOWN OR NOT AVAILABLE,46,MALE,SUSPECTED SERIOUS INJURY,https://www.wave3.com/2019/06/20/motorcyclist-injured-crash-i-/,CLOUDY,OTHER,FALSE,OTHER ROADWAY OR MID-BLOCK COLLISION,SINGLE VEHICLE,CURVE & LEVEL,DAYLIGHT,,,FALSE,2393
-85.79044791,38.23486124,26391103,LOUISVILLE METRO POLICE DEPT,US0031W,,S,22ND,ST,STATE,MAJOR ARTERIAL,0,,WILSON,,,,,38.23486124,-85.79044791,18.594,MONDAY,2020/02/18 00:16:00+00,1916,7PM,2,2,MOTOR VEHICLE,UNKNOWN OR NOT AVAILABLE,19,MALE,SUSPECTED SERIOUS INJURY,,CLEAR,DRY,FALSE,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,FALSE,2394
-85.79416267,38.21943376,26911624,LOUISVILLE METRO POLICE DEPT,US0031W,,,DIXIE,HWY,STATE,MAJOR ARTERIAL,0,,RATCLIFFE,,,,,38.21943376,-85.79416267,17.348,THURSDAY,2020/06/25 22:08:00+00,1808,6PM,2,2,MOTOR VEHICLE,UNKNOWN OR NOT AVAILABLE,44,FEMALE,SUSPECTED SERIOUS INJURY,,CLEAR,DRY,FALSE,REAR END - ONE VEHICLE TURNING LEFT,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE,2395
-85.67189565,38.21188759,26385178,LOUISVILLE METRO POLICE DEPT,US0031E,,,BARDSTOWN,RD,STATE,MAJOR ARTERIAL,0,I 0264,I264 E EXIT16 OFF RAMP TO US31E N,,,,,38.21188759,-85.67189565,12.093,MONDAY,2020/02/18 03:03:00+00,2203,10PM,2,2,MOTOR VEHICLE,UNKNOWN OR NOT AVAILABLE,65,FEMALE,SUSPECTED SERIOUS INJURY,,CLEAR,DRY,FALSE,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,FALSE,2396
-85.69476681,38.12924924,25251288,LOUISVILLE METRO POLICE DEPT,,,,BOST,LN,METRO,LOCAL,0,,ENDEAVOR,,,,,38.12924924,-85.69476681,0.476,FRIDAY,2019/06/22 00:03:00+00,2003,8PM,2,1,PEDESTRIAN,UNKNOWN OR NOT AVAILABLE,84,FEMALE,SUSPECTED SERIOUS INJURY,,RAINING,WATER (STANDING OR MOVING),FALSE,COLLISION WITH PEDESTRIAN IN INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DUSK,,,FALSE,2397
-85.60657165,38.18351201,26474627,LOUISVILLE METRO POLICE DEPT,KY1747,,S,HURSTBOURNE,PKWY,STATE,MAJOR ARTERIAL,0,,WATTERSON,,,,,38.18351201,-85.60657165,8.52,TUESDAY,2020/02/18 12:32:00+00,732,7AM,3,3,MOTOR VEHICLE,UNKNOWN OR NOT AVAILABLE,49,FEMALE,SUSPECTED SERIOUS INJURY,,RAINING,WET,TRUE,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & GRADE,DAYLIGHT,,,FALSE,2398
-85.93931682,38.00426471,26879716,LOUISVILLE METRO POLICE DEPT,US0031W,17000,,DIXIE,HWY,STATE,MAJOR ARTERIAL,0,,,,,,,38.00426471,-85.93931682,0.279,FRIDAY,2020/06/26 22:51:00+00,1851,6PM,1,1,MOTOR VEHICLE,UNKNOWN OR NOT AVAILABLE,37,MALE,FATALITY,,CLEAR,DRY,FALSE,COLLISION WITH FIXED OBJECT NON - INTERSECTION - FIRST EVENT COLLISION 09 - 32 EXCLUDING 16,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE,2399
-85.80447858,38.12028384,25265066,LOUISVILLE METRO POLICE DEPT,KY0907,,,3RD STREET,RD,STATE,MINOR ARTERIAL,0,,,,,,,38.12028384,-85.80447858,3.914,FRIDAY,2019/06/22 03:45:00+00,2345,11PM,2,2,MOTOR VEHICLE,UNKNOWN OR NOT AVAILABLE,24,FEMALE,SUSPECTED SERIOUS INJURY,,CLOUDY,WET,FALSE,HEAD-ON COLLISION,HEAD ON,STRAIGHT & LEVEL,DARK-HWY LIGHTED/OFF,,,FALSE,2400
-85.66460395,38.20286221,26902134,LOUISVILLE METRO POLICE DEPT,US0031E,,,BARDSTOWN,RD,STATE,MAJOR ARTERIAL,0,,BASHFORD MANOR,,,,,38.20286221,-85.66460395,11.341,SATURDAY,2020/06/27 07:13:00+00,313,3AM,3,3,MOTOR VEHICLE,UNKNOWN OR NOT AVAILABLE,69,FEMALE,FATALITY,,CLEAR,DRY,FALSE,OTHER INTERSECTION COLLISIONS,REAR END,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,FALSE,2401
-85.7270169,38.24372757,26448957,LOUISVILLE METRO POLICE DEPT,US0031E,,,BAXTER,AVE,STATE,MAJOR ARTERIAL,0,US0150,BROADWAY,,,,,38.24372757,-85.7270169,15.902,WEDNESDAY,2020/02/19 07:41:00+00,241,2AM,2,2,MOTOR VEHICLE,BREANNA PRICE,26,FEMALE,FATALITY,https://www.wdrb.com/news/authorities-identify-26-year-old-woman-killed-in-baxter-avenue-crash/article_29ed725e-54d2-11ea-8a27-4744d33beaea.html,CLEAR,DRY,FALSE,OTHER INTERSECTION COLLISIONS,REAR END,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,FALSE,2402
-85.72188671,38.22616762,25251434,LOUISVILLE METRO POLICE DEPT,US0060A,1246,,EASTERN,PKWY,STATE,MAJOR ARTERIAL,0,,,,,,,38.22616762,-85.72188671,6.021,SATURDAY,2019/06/22 10:03:00+00,603,6AM,1,1,MOTOR VEHICLE,UNKNOWN OR NOT AVAILABLE,22,MALE,SUSPECTED SERIOUS INJURY,,CLOUDY,WET,FALSE,COLLISION WITH FIXED OBJECT NON - INTERSECTION - FIRST EVENT COLLISION 09 - 32 EXCLUDING 16,SINGLE VEHICLE,CURVE & HILLCREST,DAWN,,,FALSE,2403
